Cas17927	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc
2	-1.12083	0.36833	0.817746	1.22734	577.326	3071.41	298.135	0.24951	1.15513	316.162	3129.95	10	1	-1	15595	0	0
2	0.02181	1.2087	1.25432	-0.270119	489.107	2645.38	300.606	0.29169	1.06812	341.45	2648.75	10	1	-1	15660	0	0
2	0.23022	1.0519	1.04047	-0.437116	531.089	2869.78	300.466	0.45638	1.04147	325.817	2917.58	10	1	-1	15662	0	0
2	0.11855	1.0922	1.11368	-0.332674	793.071	4316.47	301.553	0.35418	1.11844	344.183	4362.43	10	1	-1	15663	0	0
2	-0.45823	-0.16155	0.108187	0.707145	206.941	1541.92	352.828	0.15329	1.05815	306.27	1544.24	10	1	-1	15693	0	0
2	-0.10795	-0.58988	-0.407193	0.482872	697.388	5583.26	365.731	0.41665	1.03451	385.317	5768.08	10	1	-1	15730	0	0
2	-0.17127	-0.41961	-0.226159	0.491637	596.285	3358.38	306.756	0.31702	1.10378	408.686	3717.86	10	1	-1	15732	0	0
2	-0.54447	-0.92652	-0.588737	1.06029	704.639	4230.34	316.709	0.29746	1.01572	343.029	4213.27	10	1	-1	15733	0	0
2	-0.57676	-1.00146	-0.649524	1.12012	709.789	4132.47	311.886	0.43111	1.05871	339.403	4138.93	10	1	-1	15734	0	0
2	-0.58753	-0.9799	-0.625737	1.12415	705.82	5065.92	346.288	0.30925	1.00429	298.721	4930.98	10	1	-1	15735	0	0
2	-0.60313	-0.84746	-0.495492	1.09533	276.557	1525.3	303.557	0.39103	1.21153	319.327	1612.84	10	1	-1	15737	0	0
2	-0.56263	-1.06972	-0.718565	1.12853	240.2	1575.46	331.034	0.37768	1.01855	306.835	1620.13	10	1	-1	15738	0	0
2	-0.62934	-0.93383	-0.569006	1.15264	538.98	3523.96	330.51	0.53655	1.02008	342.119	3502.02	10	1	-1	15739	0	0
2	-0.58103	-0.94761	-0.597217	1.10621	731.185	4202.82	309.893	0.37239	1.11876	318.54	4191.5	10	1	-1	15740	0	0
2	-0.56703	-0.96033	-0.613652	1.09574	836.246	5023.17	316.794	0.33116	1.0848	353.532	5020.7	10	1	-1	15742	0	0
2	-0.56468	-1.00133	-0.653195	1.10728	533.595	3734.48	341.951	0.2976	1.14377	335.259	3690.52	10	1	-1	15803	0	0
2	-0.6088	-1.00454	-0.642378	1.1551	644.182	4513.58	342.146	0.3896	1.08656	316.999	4442.02	10	1	-1	15804	0	0
2	-0.48966	-1.04125	-0.714533	1.04152	215.946	1926.86	386.106	0.8033	1.44146	338.033	2043.17	10	1	-1	15805	0	0
2	-0.77461	-0.93203	-0.521687	1.30585	313.734	1781.37	308	0.39558	1.18787	318.4	1912.01	10	1	-1	15807	0	0
2	-0.66511	-0.08593	0.244717	0.900309	741.138	5395.29	348.749	0.38799	1.14068	333.216	5321.61	10	1	-1	15819	0	0
2	-0.8683	-0.19482	0.205461	1.15272	573.904	4080.13	344.645	0.30848	1.04889	317.929	4045.78	10	1	-1	15820	0	0
2	-0.53535	-0.27312	0.0268073	0.826988	589.664	3712.96	324.349	0.34729	1.04485	325.988	3685.29	10	1	-1	15948	0	0
2	-0.50868	-0.36483	-0.0683657	0.830138	562.317	2767.81	286.769	0.31979	1.10716	350.661	2789.46	10	1	-1	15949	0	0
2	-0.5272	-0.58082	-0.266973	0.923675	697.119	4255.12	319.343	0.39539	1.0776	317.802	4235.94	10	1	-1	15950	0	0
2	-0.34788	1.14556	1.31064	0.142921	408.655	1803.78	271.562	0.27394	1.0859	314.181	1916.47	10	1	-1	15992	0	0
2	-0.85307	0.29257	0.661966	0.969772	570.171	3920.77	338.952	0.38596	1.0954	338.79	3833.25	10	1	-1	16542	0	0
2	-0.85725	0.55746	0.913983	0.883533	636.715	3817.31	316.491	0.25098	1.12391	318.722	3864.96	10	1	-1	16698	0	0
2	-0.85169	0.58631	0.939543	0.867772	892.493	4605.37	293.62	0.34977	1.13153	355.722	4764.96	10	1	-1	16699	0	0
2	-0.68055	0.73489	1.02643	0.635714	163.576	1447.17	384.464	0.28212	1.47526	295.689	1358.79	10	1	-1	16700	0	0
2	1.25167	-0.28277	-0.543453	-1.06182	553.652	2713.83	286.173	0.31419	1.02719	335.572	2780.69	10	1	-1	17019	0	0
2	1.27428	-0.25295	-0.52233	-1.09596	316.91	2017.03	326.095	0.38734	1.08687	328.324	2044.9	10	1	-1	17020	0	0
2	1.16021	-0.56689	-0.783639	-0.86773	822.038	5078.66	321.28	0.38899	1.11788	340.518	5091.06	10	1	-1	17022	0	0
2	0.86086	-0.77737	-0.88885	-0.478736	380.548	1895.58	288.484	0.35322	1.05467	335.755	2109.12	10	1	-1	17023	0	0
2	0.86675	-0.68856	-0.806646	-0.51537	510.103	2792.09	302.407	0.40639	1.03632	338.15	2855.25	10	1	-1	17024	0	0
2	0.85396	-0.65717	-0.772921	-0.512571	527.174	3355.76	326.117	0.43848	1.04836	318.717	3303.09	10	1	-1	17025	0	0
2	0.97228	-0.83681	-0.980093	-0.576364	484.659	2968.31	319.883	0.33919	1.22604	302.909	2963.27	10	1	-1	17027	0	0
2	-0.65623	-1.0418	-0.66275	1.21808	331.633	1880.68	307.811	0.35412	1.13244	296.889	1922.78	10	1	-1	17062	0	0
2	-0.4918	-0.96589	-0.642536	1.01799	636.34	4339.73	337.553	0.3502	1.10925	312.68	4269.01	10	1	-1	17063	0	0
2	-1.04048	0.53202	0.94744	1.08625	511.68	2030.94	257.516	0.34868	1.26206	345.414	2133.65	10	1	-1	17195	0	0
2	-1.02253	0.33782	0.758004	1.13371	206.265	2145.85	416.909	0.56553	1.32677	279.614	2208.66	10	1	-1	17197	0	0
2	-1.06165	0.29261	0.727499	1.1906	360.632	2123.62	313.661	0.30117	1.10304	304.217	2132.57	10	1	-1	17198	0	0
2	-0.29868	1.13168	1.28206	0.0955787	533.001	2596.23	285.274	0.24837	1.26581	345.246	2677.85	10	1	-1	17258	0	0
2	0.30486	0.93696	0.908255	-0.476805	583.319	2985.94	292.444	0.33787	1.01764	337.568	3078.8	10	1	-1	17394	0	0
2	-0.6424	-0.9536	-0.583616	1.17324	670.938	3799.11	307.578	0.41211	1.05404	315.48	3878.01	10	1	-1	17402	0	0
2	-0.72529	0.64637	0.956696	0.713382	548.717	2661.99	284.698	0.4863	1.05473	335.476	2760.09	10	1	-1	17422	0	0
2	-0.85008	0.59586	0.948075	0.862799	495.586	3415.12	339.312	0.36836	1.00724	321.008	3363.8	10	1	-1	17423	0	0
2	-0.50523	-1.01923	-0.688803	1.05047	303.419	2682.65	384.34	0.3913	1.31355	316.724	2425.91	10	1	-1	17458	0	0
2	-0.77091	-0.88746	-0.480666	1.28667	438.164	1908.53	269.766	0.28976	1.00443	338.938	1929.54	10	1	-1	17459	0	0
2	-0.58567	-0.96853	-0.61556	1.11829	676.167	3262.25	283.914	0.40921	1.05003	342.641	3416.96	10	1	-1	17460	0	0
2	1.26757	0.72514	0.405486	-1.42362	634.093	3581.72	307.202	0.29571	1.1132	316.926	3628.86	10	1	-1	17644	0	0
2	1.18218	0.62672	0.339149	-1.29953	588.875	2430.72	262.61	0.23735	1.15314	327.806	2502.84	10	1	-1	17815	0	0
2	-0.46729	1.00897	1.21887	0.316103	459.853	2465.13	299.271	0.32395	1.17801	333.862	2528.45	10	1	-1	17859	0	0
2	-0.53221	0.93325	1.16758	0.410758	473.999	3337.93	343.009	0.42255	1.09986	296.642	3299.95	10	1	-1	17860	0	0
2	-0.42283	1.02094	1.21623	0.264932	586.802	3872.81	332.064	0.42465	1.08586	313.003	3821.94	10	1	-1	17862	0	0
2	-0.48017	0.93151	1.1496	0.356253	349.196	1815.52	294.728	0.44939	1.33691	341.209	1857.78	10	1	-1	17863	0	0
2	-0.91328	0.56814	0.941685	0.939203	594.208	3212.14	300.527	0.43915	1.13178	326.101	3257.47	10	1	-1	17997	0	0
2	-0.17674	0.92814	1.05113	0.0361339	482.322	3154.07	330.539	0.3106	1.08346	308.96	3102.01	10	1	-1	18009	0	0
2	-0.26798	0.8186	0.976106	0.170232	456.421	2700.18	314.39	0.39268	1.02007	308.991	2729.21	10	1	-1	18010	0	0
2	0.59005	1.092	0.965442	-0.831831	719.006	4397.51	319.663	0.35024	1.0219	301.416	4374.6	10	1	-1	18022	0	0
2	0.61138	1.07664	0.944207	-0.849159	833.894	4978.8	315.836	0.37758	1.06149	325.578	4916.56	10	1	-1	18023	0	0
2	0.57821	1.04426	0.923976	-0.802956	1080.16	6548.45	318.259	0.34425	1.09845	329.682	6508.95	10	1	-1	18024	0	0
2	0.56527	1.1468	1.02509	-0.82435	315.243	1809.11	309.646	0.26453	1.15071	316.838	1846.05	10	1	-1	18028	0	0
2	0.6823	0.9728	0.823659	-0.888708	977.244	6570.55	335.162	0.34074	1.1102	323.7	6475.49	10	1	-1	18029	0	0
2	0.50005	1.01467	0.920513	-0.710071	282.721	1314.64	278.727	0.20346	1.12721	340.57	1423.76	10	1	-1	18030	0	0
2	-0.65733	-0.42364	-0.0773498	1.00766	702.933	4534.6	328.298	0.47173	1.06585	318.136	4531.6	10	1	-1	18073	0	0
2	-0.58103	-0.29142	0.023831	0.881617	840.088	4424.73	296.645	0.42153	1.16757	397.278	4784.05	10	1	-1	18229	0	0
2	-0.92805	-0.48231	-0.0478714	1.31438	318.612	1656.37	294.716	0.34607	1.1283	322.747	1731.33	10	1	-1	18260	0	0
2	-0.85703	-0.41694	-0.00830262	1.2168	681.962	4044.12	314.765	0.3965	1.04584	334.947	4051.32	10	1	-1	18262	0	0
2	-0.86775	-0.48368	-0.0681022	1.251	741.747	5362.63	347.549	0.48903	1.10458	317.976	5199.6	10	1	-1	18263	0	0
2	-0.85246	-0.49338	-0.0820841	1.23813	841.607	5503.96	330.551	0.38501	1.10096	304.187	5434.32	10	1	-1	18264	0	0
2	-0.84547	-0.58555	-0.171513	1.26228	458.245	3413.63	352.789	0.49602	1.0151	335.711	3305.23	10	1	-1	18265	0	0
2	0.37636	-1.0727	-1.01623	0.135337	293.096	1856.67	325.326	0.53502	1.20124	351.686	1949.85	10	1	-1	18488	0	0
2	-0.88285	0.70898	1.06542	0.858778	625.771	4419.61	343.51	0.32674	1.14797	293.18	4318.49	10	1	-1	18678	0	0
2	-0.81291	0.53695	0.880649	0.843607	740.6	4354.19	313.413	0.35185	1.04504	339.807	4377.83	10	1	-1	18679	0	0
2	-0.8267	0.3859	0.742018	0.909907	222.322	1877.67	375.641	0.27854	1.20189	291.442	1815.94	10	1	-1	18680	0	0
2	0.65536	-1.29563	-1.31483	-0.0837663	696.039	5333.11	357.791	0.3403	1.31182	335.219	5053.53	10	1	-1	18772	0	0
2	0.82876	0.47942	0.310713	-0.874911	271.475	1919.76	343.727	0.39972	1.15094	298.406	1917.86	10	1	-1	18908	0	0
2	1.0035	0.5713	0.342803	-1.09137	652.466	3286.94	290.116	0.27718	1.22765	343.27	3352.25	10	1	-1	18909	0	0
2	1.02062	0.5698	0.336008	-1.10899	525.003	2865.22	301.963	0.38319	1.14446	335.592	2930.2	10	1	-1	18910	0	0
2	0.9699	0.44721	0.235909	-1.01333	641.841	3163.64	286.969	0.38367	1.10725	326.655	3231.63	10	1	-1	18912	0	0
2	0.83822	0.75617	0.569671	-0.97965	600.412	2534.4	265.563	0.26446	1.01444	380.548	2705.3	10	1	-1	18913	0	0
2	0.9515	0.61524	0.400718	-1.05135	621.829	3332.1	299.212	0.29776	1.06051	352.562	3564.96	10	1	-1	18914	0	0
2	-0.91493	-0.71216	-0.269532	1.37916	157.987	1669.87	420.229	0.40918	1.36395	288.057	1559.57	10	1	-1	18955	0	0
2	-0.39808	-1.03173	-0.734279	0.941295	594.471	3467.83	312.19	0.45077	1.18796	314.886	3431.84	10	1	-1	19052	0	0
2	-0.30012	-1.0568	-0.788766	0.846156	549.02	3222.3	313.144	0.39851	1.04197	327.358	3240.04	10	1	-1	19053	0	0
2	-0.32191	-1.02877	-0.755395	0.859633	606.078	3179.39	296.048	0.36617	1.05735	353.433	3162.19	10	1	-1	19054	0	0
2	-0.33323	-0.96921	-0.69547	0.851233	585.881	4188.29	345.596	0.46049	1.02366	324.267	4128.32	10	1	-1	19055	0	0
2	1.05953	-0.9937	-1.15597	-0.615046	271.9	1619.41	315.449	0.38384	1.07409	314.256	1627.59	10	1	-1	19338	0	0
2	-0.00187	1.18212	1.2366	-0.23595	811.521	3843.02	281.282	0.30008	1.15859	333.951	3932.23	10	1	-1	19668	0	0
2	0.02135	1.17382	1.22146	-0.257694	781.108	3848.34	286.904	0.37533	1.09224	346.001	3927.97	10	1	-1	19669	0	0
2	-0.15232	0.90966	1.02597	0.016603	618.808	5472.91	384.403	0.4039	1.16694	309.182	5050.45	10	1	-1	19825	0	0
2	-0.3187	0.91564	1.08387	0.19072	709.81	4804.89	336.299	0.40726	1.05705	301.653	4726.68	10	1	-1	19827	0	0
2	0.91613	-0.93064	-1.05126	-0.484797	435.007	2929.76	335.446	0.3297	1.27534	289.363	2923.91	10	1	-1	20132	0	0
2	0.56609	1.2221	1.09609	-0.850992	299.884	2486.91	372.228	0.53452	1.08902	278.842	2434.95	10	1	-1	20393	0	0
2	-0.71238	0.63992	0.946538	0.701921	508.085	3601.97	344.157	0.41865	1.09991	324.07	3542.26	10	1	-1	20548	0	0
2	-0.81053	0.85403	1.18	0.73256	251.29	1994.98	364.198	0.32832	1.00293	298.414	1859.66	10	1	-1	20549	0	0
2	0.46532	0.89253	0.81582	-0.631494	725.934	4469.36	320.723	0.3206	1.06235	314.189	4439.27	10	1	-1	20670	0	0
2	1.28673	-0.30753	-0.577896	-1.09046	549.713	2478.39	274.456	0.38838	1.12122	332.647	2544.82	10	1	-1	20729	0	0
2	1.04769	-0.17222	-0.374774	-0.883677	315.273	2683.96	377.138	0.31012	1.14776	277.924	2651.9	10	1	-1	20730	0	0
2	1.2748	-0.86109	-1.09807	-0.888362	362.712	2035.85	306.229	0.38591	1.08297	310.882	2107.95	10	1	-1	20824	0	0
2	-0.86967	0.68258	1.03631	0.853859	603.42	3971.65	331.613	0.351	1.19367	319.881	3932.98	10	1	-1	20853	0	0
2	-0.93284	0.74464	1.11488	0.899502	644.369	3791.26	313.53	0.32675	1.15041	344.228	3777.3	10	1	-1	20854	0	0
2	0.9562	-0.91794	-1.05183	-0.53157	431.251	2656.88	320.831	0.44162	1.29382	298.27	2683.24	10	1	-1	21019	0	0
2	1.08428	-1.00716	-1.17649	-0.636644	192.578	1881.92	404.066	0.47495	1.08942	297.065	1845.37	10	1	-1	21020	0	0
2	0.92745	-0.97516	-1.09696	-0.481544	322.717	1869.72	311.124	0.32762	1.12219	305.377	1956.57	10	1	-1	21022	0	0
2	1.08929	-0.85772	-1.03662	-0.693098	421.874	2979.53	343.509	0.36017	1.01209	318.74	2981.51	10	1	-1	21023	0	0
2	1.09789	-1.0357	-1.20777	-0.641286	510.439	3167.23	321.976	0.3585	1.06525	318.063	3146.43	10	1	-1	21024	0	0
2	1.11086	-0.95692	-1.13729	-0.681983	428.671	2478.87	310.828	0.30462	1.05308	331.64	2522.01	10	1	-1	21025	0	0
2	0.48919	1.25771	1.15394	-0.781758	265.531	2172.95	369.762	0.39325	1.29222	299.531	2250.74	10	1	-1	21132	0	0
2	0.36547	1.24041	1.17643	-0.644842	594.448	3505.5	313.887	0.32107	1.02337	344.355	3651.11	10	1	-1	21133	0	0
2	-0.24903	1.01838	1.15924	0.0817879	512.346	2757.31	299.858	0.36598	1.14046	333.845	2802.86	10	1	-1	21252	0	0
2	-0.30326	0.89172	1.05639	0.18256	434.191	1908.81	271.017	0.27063	1.212	336.723	1935.91	10	1	-1	21253	0	0
2	1.21725	-0.079	-0.339788	-1.09511	675.986	4463.83	332.155	0.37105	1.01477	304.657	4411.57	10	1	-1	21332	0	0
2	1.1755	-0.09251	-0.339465	-1.04629	451.232	2783.66	321.043	0.36948	1.06478	305.675	2789.13	10	1	-1	21334	0	0
2	1.22042	-0.10047	-0.361104	-1.09112	417.357	2944.89	343.349	0.31311	1.18977	293.718	2975.04	10	1	-1	21335	0	0
2	1.24572	-0.33854	-0.594368	-1.03642	681.248	3176.33	279.103	0.32941	1.13882	351.536	3302.59	10	1	-1	21337	0	0
2	1.23238	-0.11486	-0.378478	-1.09886	814.889	6060.26	352.494	0.31525	1.1019	284.646	5923.84	10	1	-1	21338	0	0
2	1.07851	0.14959	-0.0798756	-1.02645	1039.75	5614.93	300.375	0.44421	1.16614	365.49	5585.74	10	1	-1	21339	0	0
2	1.07946	0.21447	-0.0187686	-1.04967	739.61	4718.18	326.469	0.36604	1.03916	321.707	4619.31	10	1	-1	21340	0	0
2	1.03814	0.35546	0.127645	-1.05417	201.814	1287.58	326.488	0.32036	1.02914	289.4	1297.99	10	1	-1	21342	0	0
2	-0.50538	-0.89095	-0.567346	1.00672	536.038	3326.85	322.014	0.35966	1.05573	309.347	3351.33	10	1	-1	21429	0	0
2	-0.60188	-0.8756	-0.522517	1.10364	722.066	5452.64	355.198	0.28202	1.06964	266.072	5264.2	10	1	-1	21430	0	0
2	-0.51756	-0.98409	-0.651674	1.0515	381.75	2424.94	325.774	0.39512	1.20096	294.922	2429.94	10	1	-1	21432	0	0
2	-0.58213	-0.80556	-0.462429	1.05876	899.527	5971.68	333.04	0.28285	1.00286	294.387	5925.32	10	1	-1	21460	0	0
2	0.90539	0.50996	0.315555	-0.9665	477.401	3577.25	353.825	0.35834	1.2477	284.954	3381.15	10	1	-1	21737	0	0
2	0.88927	0.81875	0.61287	-1.05512	477.925	3826.72	365.754	0.33737	1.09833	310.74	3708.5	10	1	-1	21738	0	0
2	0.95775	0.64878	0.4305	-1.06945	604.317	3180.78	296.545	0.35134	1.16418	342.118	3238.06	10	1	-1	21739	0	0
2	0.64644	1.07948	0.935885	-0.887253	454.67	2674.48	313.492	0.24604	1.0393	336.421	2746.47	10	1	-1	21753	0	0
2	0.58419	1.03172	0.91023	-0.804995	451.728	3017.07	334.048	0.28174	1.18097	295.826	3047.36	10	1	-1	21754	0	0
2	0.47515	1.00765	0.921688	-0.681305	818.106	4247.44	294.52	0.29007	1.02837	332.553	4395.17	10	1	-1	21755	0	0
2	0.49007	0.91692	0.831132	-0.666047	952.613	5419.25	308.295	0.30372	1.13394	315.471	5425.22	10	1	-1	21757	0	0
2	0.4901	1.11381	1.01747	-0.733469	776.808	4945.7	326.146	0.37567	1.19822	311.251	4846.73	10	1	-1	21758	0	0
2	0.48369	0.7824	0.705819	-0.613251	286.264	2772.61	402.269	0.28039	1.24538	297.093	2368.67	10	1	-1	21759	0	0
2	0.77929	1.15046	0.961349	-1.05221	280.008	1683.52	316.942	0.26606	1.26595	315.762	1728.94	10	1	-1	21762	0	0
2	0.22222	1.22398	1.20585	-0.487544	495.77	2399.85	284.385	0.23476	1.24548	323.647	2440.82	10	1	-1	21774	0	0
2	0.47494	0.91737	0.836308	-0.650182	333.698	2056.14	320.852	0.48629	1.21895	319.877	2097.06	10	1	-1	21878	0	0
2	0.3868	0.84773	0.798075	-0.533023	368.582	1981.32	299.686	0.31279	1.28392	306.407	2037.83	10	1	-1	21879	0	0
2	0.30736	1.13072	1.09085	-0.545771	760.768	3569.95	280.001	0.34843	1.01892	339.146	3669.34	10	1	-1	22035	0	0
2	0.17025	1.10874	1.1131	-0.393074	396.469	1886.75	281.973	0.29979	1.27829	298.705	1930.37	10	1	-1	22037	0	0
2	-0.52998	-0.96812	-0.632659	1.05918	658.317	3859.33	312.964	0.4975	1.22407	336.455	3822.62	10	1	-1	22244	0	0
2	-0.56773	-0.93624	-0.590632	1.08824	671.453	3973.47	314.436	0.39748	1.03478	309.973	3952.69	10	1	-1	22245	0	0
2	-0.27912	0.88784	1.04514	0.158327	692.763	4791.6	339.941	0.38935	1.0676	315.163	4728.93	10	1	-1	22507	0	0
2	-0.8975	-0.42975	-0.00771876	1.26404	750.92	4286.13	308.81	0.33843	1.13293	323.175	4282.63	10	1	-1	22584	0	0
2	-0.85587	-0.50899	-0.095787	1.24709	774.846	4934.97	326.204	0.38186	1.08289	301.913	4932.17	10	1	-1	22585	0	0
2	0.30236	-1.37748	-1.28145	0.318006	606.018	3872.99	326.765	0.44164	1.1524	336.808	3810.8	10	1	-1	22673	0	0
2	-0.56715	-0.9943	-0.645766	1.1075	732.034	4441.3	318.379	0.37779	1.03127	304.011	4435.73	10	1	-1	22817	0	0
2	-0.61433	-0.92238	-0.562882	1.13284	300.506	2946.92	404.775	0.4062	1.067	276.004	2799.91	10	1	-1	22818	0	0
2	-0.67668	-1.01137	-0.627528	1.22931	532.501	2971.27	305.328	0.40011	1.02293	318.931	3000.71	10	1	-1	22908	0	0
2	1.06753	-1.02413	-1.18729	-0.613101	222.305	1920.76	379.942	0.63469	1.12256	292.066	1826.36	10	1	-1	22938	0	0
2	0.28197	0.59991	0.596443	-0.337207	479.407	3480.6	348.281	0.26038	1.10946	301.138	3427.55	10	1	-1	22970	0	0
2	0.35436	0.6761	0.645822	-0.439931	798.3	5099.94	326.704	0.31754	1.05356	276.703	5054.41	10	1	-1	22972	0	0
2	0.25014	0.69521	0.696633	-0.336124	724.262	5021.71	340.356	0.28925	1.08241	285.884	4948.91	10	1	-1	22973	0	0
2	0.33642	0.62007	0.598426	-0.401759	746.207	4456.5	315.88	0.39222	1.01787	310.85	4505.76	10	1	-1	22974	0	0
2	0.0888	0.42327	0.489919	-0.0722191	254.787	1235.8	284.669	0.20354	1.15293	291.228	1315.31	10	1	-1	22975	0	0
2	-0.61744	-0.91935	-0.559038	1.13509	611.474	3110.42	291.525	0.29972	1.07183	356.031	3219.21	10	1	-1	23044	0	0
2	-0.55583	-0.84804	-0.510893	1.04545	516.298	3169.7	320.268	0.34761	1.01871	310.292	3169.7	10	1	-1	23045	0	0
2	-0.51551	-0.9163	-0.588157	1.02612	284.222	1405.53	287.44	0.22105	1.07352	304.252	1472.71	10	1	-1	23168	0	0
2	-0.70976	-0.96393	-0.572242	1.2481	337.549	2065.45	319.737	0.32743	1.14565	319.835	2113.12	10	1	-1	23194	0	0
2	1.23559	-0.27311	-0.529262	-1.04809	463.784	2666.07	309.908	0.33154	1.17756	330.009	2714.78	10	1	-1	23208	0	0
2	-0.6099	-0.94033	-0.581262	1.13429	583.591	3930.14	335.432	0.39853	1.02468	310.003	3930.92	10	1	-1	23304	0	0
2	-0.59565	-0.97207	-0.615777	1.13006	486.345	3289.2	336.146	0.37901	1.11665	275.645	3277.88	10	1	-1	23457	0	0
2	-0.51011	-0.91282	-0.58656	1.01921	328.572	1950.58	314.936	0.25743	1.30218	298.803	2014.92	10	1	-1	23459	0	0
2	-0.54618	0.8384	1.0822	0.458014	456.903	4275.33	395.392	0.28967	1.12607	257.94	3987.5	10	1	-1	23572	0	0
2	-0.45716	0.93516	1.14583	0.330641	404.41	2641.07	330.319	0.32738	1.07275	309.603	2650.92	10	1	-1	23573	0	0
2	-0.42628	0.9799	1.17848	0.282632	525.046	2545.28	284.593	0.32736	1.1678	317.741	2587.46	10	1	-1	23574	0	0
2	-0.47441	1.06165	1.27095	0.305611	394.335	1985.79	290.061	0.33476	1.34158	312.754	2038.16	10	1	-1	23575	0	0
2	-0.23078	1.24177	1.36494	-0.0139949	748.232	4658	322.505	0.24882	1.10202	307.975	4561.62	10	1	-1	24360	0	0
2	-0.78205	0.92867	1.2417	0.676857	255.729	1622.31	325.561	0.48278	1.2621	302.784	1629.41	10	1	-1	24588	0	0
2	-0.51414	0.95959	1.18684	0.38261	437.138	2303.73	296.73	0.37655	1.00142	326.556	2348.09	10	1	-1	24589	0	0
2	-0.50035	0.95075	1.17414	0.371035	749.838	5122.62	337.845	0.32834	1.05942	298.947	5055.33	10	1	-1	24590	0	0
2	-0.96205	0.72523	1.10567	0.937074	484.482	2605.9	299.775	0.31418	1.43987	308.19	2650.26	10	1	-1	24672	0	0
2	1.04647	0.47827	0.241263	-1.10503	386.682	2633.59	337.328	0.37075	1.07699	319.994	2618.16	10	1	-1	24875	0	0
2	1.10464	0.62133	0.358396	-1.21558	514.513	2482.8	283.941	0.21572	1.09007	315.469	2611.28	10	1	-1	24877	0	0
2	-0.57478	0.47511	0.747348	0.612639	539.528	2382.5	271.622	0.26045	1.14886	313.355	2437.13	10	1	-1	24890	0	0
2	-0.70548	0.53941	0.849244	0.729017	743.75	3378.4	275.485	0.46503	1.01248	319.318	3413.05	10	1	-1	24892	0	0
2	0.59591	1.02973	0.904667	-0.816723	590.676	3651.17	321.364	0.31703	1.00878	312.902	3662.44	10	1	-1	24899	0	0
2	-0.56223	-0.48247	-0.162891	0.927102	235.378	2016.85	378.363	0.60083	1.1391	262.081	1930.98	10	1	-1	24907	0	0
2	1.11699	-1.02129	-1.20013	-0.666441	415.717	2243.52	300.277	0.45585	1.10583	327.015	2361.64	10	1	-1	24923	0	0
2	1.08379	-0.94593	-1.11839	-0.657082	487.612	4055.9	372.788	0.33951	1.07382	281.482	3753.94	10	1	-1	24928	0	0
2	1.00698	-0.90438	-1.05494	-0.589977	390.567	2137.17	302.362	0.36331	1.09247	325.504	2152.41	10	1	-1	24929	0	0
2	-0.44532	-1.09893	-0.783046	1.01431	275.246	1364.53	287.796	0.28357	1.1294	312.136	1419.59	10	1	-1	25354	0	0
2	-0.46266	0.88986	1.10468	0.351969	515.468	3084.79	316.204	0.30875	1.0533	316.677	3136.08	10	1	-1	25489	0	0
2	-0.71867	0.99699	1.28646	0.586366	427.091	3075.82	346.877	0.34242	1.15423	288.897	3021.56	10	1	-1	25490	0	0
2	-0.29109	0.92472	1.0838	0.158378	177.345	1470.01	372.14	0.48659	1.35974	283.972	1412.7	10	1	-1	25492	0	0
2	1.1787	-0.15967	-0.404033	-1.02669	320.142	1505.1	280.263	0.29308	1.3021	303.596	1555.11	10	1	-1	25517	0	0
2	0.29503	-1.25149	-1.15991	0.282644	318.443	2552.97	365.984	0.33807	1.3453	302.567	2524.83	10	1	-1	25684	0	0
2	0.05739	-1.42962	-1.25388	0.595227	252.743	1663.5	331.61	0.2762	1.18267	305.036	1653.1	10	1	-1	25685	0	0
2	0.44994	0.89207	0.820213	-0.615052	613.651	3407.82	304.602	0.40065	1.05436	303.112	3421.19	10	1	-1	25725	0	0
2	0.26192	1.02175	1.00199	-0.460362	1950.12	12824.3	331.468	0.34053	1.08154	285.489	12589.8	10	1	-1	25753	0	0
2	0.19018	1.19439	1.18791	-0.443493	578.633	3395.47	313.115	0.30631	1.21923	314.629	3413.28	10	1	-1	25754	0	0
2	-0.00321	0.98976	1.05496	-0.168692	327.768	2566.77	361.714	0.3926	1.17739	273.789	2579.27	10	1	-1	25804	0	0
2	0.43328	1.27802	1.19073	-0.729511	373.152	1658.98	272.542	0.20616	1.27254	299.275	1669.13	10	1	-1	25957	0	0
2	0.45043	1.15147	1.06557	-0.704356	900.14	5424.66	317.312	0.29489	1.00976	290.173	5399.68	10	1	-1	25987	0	0
2	0.45647	0.98998	0.91083	-0.655478	404.191	2603.66	328.061	0.26257	1.14278	300.285	2613.86	10	1	-1	25988	0	0
2	0.2072	1.07243	1.06713	-0.419769	302.419	1969.32	329.845	0.15199	1.26988	294.929	1978.77	10	1	-1	26145	0	0
2	-0.26121	1.17501	1.31131	0.0410746	506.1	6817.82	474.417	0.22567	1.10814	257.108	5646.3	10	1	-1	26465	0	0
2	-0.12187	-1.05996	-0.847727	0.658505	341.44	2611.88	357.499	0.51195	1.2328	283.449	2491.78	10	1	-1	26797	0	0
2	0.29491	-1.39429	-1.29502	0.331647	759.915	5068.98	333.836	0.41522	1.0966	304.532	5019.71	10	1	-1	26842	0	0
2	1.33153	-0.11654	-0.411202	-1.20327	408.511	1750.31	267.554	0.21664	1.12766	314.779	1814.52	10	1	-1	26849	0	0
