Cas17927	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc
2	-0.59334	0.42716	1.07006	-0.0455022	567.106	3049.08	299.714	0.45328	1.08449	333.525	3060.87	7	1	-1	13687	0	0
2	-0.5396	0.42304	1.01645	-0.0735823	657.721	3034.59	277.641	0.3781	1.04687	364.503	3075.43	7	1	-1	13688	0	0
2	0.76585	-1.26796	-1.34113	0.71866	435.039	2762.07	325.693	0.46482	1.25531	329.06	2722.5	7	1	-1	13690	0	0
2	0.57734	-1.14799	-1.08307	0.719374	524.266	2778.46	297.565	0.35759	1.03189	381.308	2822.3	7	1	-1	13692	0	0
2	-0.14968	0.51139	0.705828	-0.386899	1624.8	15053.1	393.431	0.33549	1.32225	300.094	13507.6	7	1	-1	13693	0	0
2	-0.59176	0.40851	1.0562	-0.0291561	525.529	3453.92	331.37	0.41365	1.08755	338.668	3480.29	7	1	-1	13710	0	0
2	-0.63619	0.31438	1.03585	0.084448	765.05	4780.52	323.108	0.33515	1.05037	312.202	4769.94	7	1	-1	13717	0	0
2	-0.63955	-0.34567	0.601288	0.698131	675.978	4738.68	342.23	0.47556	1.06816	319.413	4653.68	7	1	-1	13802	0	0
2	-0.63482	-0.33535	0.603653	0.685759	756.17	5133.03	336.769	0.50359	1.01251	342.608	4998.8	7	1	-1	13803	0	0
2	-1.08672	-0.5023	0.920834	1.10871	160.583	1373.25	377.991	0.23314	1.28264	298.473	1289.17	7	1	-1	14117	0	0
2	-1.15712	-0.12779	1.23587	0.803418	358.717	3542.95	406.221	0.4253	1.1919	280.593	3259.17	7	1	-1	14227	0	0
2	-1.13256	-0.25166	1.13046	0.903642	538.891	3942.97	349.636	0.41299	1.2112	342.515	3798.13	7	1	-1	14228	0	0
2	-0.9674	-0.2471	0.977097	0.80138	217.01	1888.67	381.324	0.33941	1.14913	315.314	1819.15	7	1	-1	14229	0	0
2	-0.18648	0.32718	0.618507	-0.194343	154.563	1955.5	459.76	0.14146	1.45499	290.181	1626.47	7	1	-1	14237	0	0
2	0.89787	-0.20658	-0.762242	-0.343314	352.752	2554.88	347.861	0.46865	1.20271	330.134	2466.64	7	1	-1	14373	0	0
2	1.19545	-0.25535	-1.07636	-0.474748	736.624	4223.95	309.522	0.32258	1.04117	319.015	4237.62	7	1	-1	14375	0	0
2	0.88554	-0.17666	-0.730725	-0.363722	190.947	1351.68	343.903	0.27703	1.26772	297.559	1367.02	7	1	-1	14377	0	0
2	0.67338	1.01061	0.257555	-1.33808	580.425	3627.19	323.123	0.32637	1.1248	352.046	3629.84	7	1	-1	14423	0	0
2	-0.29729	0.94663	1.13424	-0.702632	590.956	5786.58	404.472	0.39041	1.00638	295.141	5470.46	7	1	-1	14453	0	0
2	-0.34301	0.85448	1.11643	-0.590099	544.575	3474.34	326.484	0.44538	1.06054	346.778	3414.55	7	1	-1	14454	0	0
2	-1.10979	0.02996	1.29567	0.629134	461.782	4263.27	392.743	0.40651	1.22623	300.069	4028.27	7	1	-1	14623	0	0
2	-0.92897	0.10187	1.17214	0.455169	326.755	3601.19	429.109	0.45627	1.0651	297.511	3015.23	7	1	-1	14625	0	0
2	0.11067	-0.70712	-0.348802	0.5878	264.15	1692.95	327.229	0.38881	1.08147	316.431	1719.22	7	1	-1	14635	0	0
2	0.30577	-0.85604	-0.632304	0.610006	309.589	1706.02	303.427	0.44056	1.11384	302.184	1754.41	7	1	-1	14637	0	0
2	0.16642	-0.95375	-0.565154	0.783269	694.162	4623.71	333.595	0.37442	1.13508	328.511	4592.23	7	1	-1	14640	0	0
2	0.33628	-0.92887	-0.709493	0.65939	743.374	3840.86	293.809	0.38013	1.00138	334.714	3954.15	7	1	-1	14642	0	0
2	0.45243	-0.84869	-0.7663	0.516144	679.698	4544.78	334.236	0.38938	1.10298	312.077	4536.07	7	1	-1	14643	0	0
2	0.37019	-0.91281	-0.730952	0.624379	613.068	3534.05	310.34	0.32475	1.21988	340.623	3663.43	7	1	-1	14644	0	0
2	0.25856	-0.84492	-0.580225	0.627722	479.136	3133.51	330.554	0.3879	1.12302	327.012	3192.7	7	1	-1	14645	0	0
2	0.15797	-1.27166	-0.767988	1.0829	249.271	1522.95	319.493	0.48129	1.07476	299.253	1624.66	7	1	-1	14677	0	0
2	-0.69152	0.49892	1.21063	-0.0537307	443.444	1856.27	264.458	0.31912	1.06745	337.203	1927.94	7	1	-1	15188	0	0
2	-0.82039	0.01409	1.01111	0.472069	853.364	5151.27	317.574	0.38304	1.3425	391.22	5141.51	7	1	-1	15189	0	0
2	-0.96215	-0.20913	0.997307	0.763077	411.712	2829.45	338.851	0.27165	1.05629	331.81	2940.75	7	1	-1	15253	0	0
2	-0.94417	-0.06341	1.07692	0.61736	307.389	2597.97	375.775	0.4112	1.04492	324.289	2506.77	7	1	-1	15254	0	0
2	0.60551	0.78374	0.171364	-1.08754	742.041	5568.59	354.09	0.33497	1.29836	333.278	5408.04	7	1	-1	15339	0	0
2	1.04484	0.44165	-0.471506	-1.03128	1154.55	6991.64	318.081	0.30773	1.03057	431.571	7126.72	7	1	-1	15388	0	0
2	1.32685	0.53318	-0.677836	-1.28349	1202.13	8259.21	338.803	0.40477	1.15181	480.303	8280.42	7	1	-1	15389	0	0
2	-0.21605	0.94901	1.0589	-0.753061	775.35	4931.23	325.975	0.23217	1.18379	310.512	4872.19	7	1	-1	15672	0	0
2	-0.27819	0.94905	1.11776	-0.716213	1003.58	5743.45	309.218	0.32475	1.33392	337.698	5700.54	7	1	-1	15673	0	0
2	-0.33931	0.95574	1.18008	-0.686136	344.53	2293.81	333.519	0.25372	1.15852	322.022	2252.45	7	1	-1	15674	0	0
2	0.12559	0.6043	0.506794	-0.636389	236.223	1704.65	347.226	0.5427	1.06818	328.273	1793.18	7	1	-1	15722	0	0
2	0.65742	0.92548	0.216212	-1.24971	442.945	2023.89	276.296	0.36422	1.27411	392.616	2019.59	7	1	-1	15857	0	0
2	0.51139	0.7993	0.270804	-1.0461	996.753	6830.28	338.361	0.34401	1.23047	339.77	6641.74	7	1	-1	15858	0	0
2	0.38316	-1.29962	-0.999759	0.975149	365.771	2473.92	336.158	0.3574	1.01322	326.865	2500.37	7	1	-1	15924	0	0
2	0.85475	-1.15265	-1.34884	0.559034	271.881	1444.3	297.916	0.36109	1.22789	334.471	1497.23	7	1	-1	16074	0	0
2	0.93101	-0.87561	-1.23732	0.257026	411.84	3471.6	375.281	0.46088	1.18294	322.843	3270.94	7	1	-1	16075	0	0
2	0.90174	-0.88342	-1.21478	0.281638	332.012	2147.22	328.712	0.4636	1.07684	298.141	2171.48	7	1	-1	16077	0	0
2	-0.7492	-0.33386	0.712946	0.75227	489.274	3180.3	329.544	0.28411	1.26258	331.506	3134.34	7	1	-1	16394	0	0
2	-0.80306	-0.36792	0.741359	0.815807	419.415	2037.85	284.918	0.34507	1.17331	350.639	2068.02	7	1	-1	16395	0	0
2	0.98805	-0.82716	-1.25919	0.178269	366.958	2125.94	311.116	0.47138	1.12825	337.512	2139.2	7	1	-1	16454	0	0
2	1.00862	-0.69796	-1.19299	0.046326	884.678	7281.28	370.823	0.39738	1.15879	289.934	6869.65	7	1	-1	16455	0	0
2	1.05552	-0.62448	-1.18867	-0.0496068	1341.56	9041.78	335.565	0.35807	1.01226	319.377	8734.57	7	1	-1	16457	0	0
2	1.05192	-0.52418	-1.11874	-0.140421	787.59	4948.57	324	0.38015	1.22141	376.631	4786.23	7	1	-1	16458	0	0
2	1.06645	-1.07714	-1.49922	0.363401	365.515	2113.25	310.798	0.6506	1.01242	352.73	2150.76	7	1	-1	16459	0	0
2	1.04487	-0.90533	-1.36484	0.216988	254.11	1906.53	354.052	0.46367	1.08047	319.629	1928.28	7	1	-1	16460	0	0
2	1.07695	-0.97996	-1.44471	0.267106	309.429	3047.19	405.625	0.41371	1.02995	282.565	3039.87	7	1	-1	16462	0	0
2	1.04347	0.65874	-0.326235	-1.23165	305.594	1854.15	318.387	0.37265	1.04854	309.33	1903.75	7	1	-1	16568	0	0
2	1.20073	0.65725	-0.476134	-1.32362	450.359	2426.11	300.007	0.3918	1.15492	316.764	2445.89	7	1	-1	16569	0	0
2	0.92994	0.75394	-0.155599	-1.25249	196.979	2285.97	440.332	0.46822	1.619	267.412	1990.7	7	1	-1	16627	0	0
2	1.03086	0.70287	-0.285031	-1.26507	843.542	4929.47	312.465	0.384	1.07427	328.452	4860.7	7	1	-1	16628	0	0
2	1.14274	0.63257	-0.437591	-1.26633	936.044	4932.85	296.726	0.43426	1.05585	360.808	4893.79	7	1	-1	16629	0	0
2	1.0659	0.67939	-0.333782	-1.26411	824.238	4703.54	308.774	0.37057	1.12955	320.414	4745.65	7	1	-1	16630	0	0
2	1.28007	0.69936	-0.523332	-1.40973	518.871	3200.42	321.018	0.3194	1.09961	299.81	3233.75	7	1	-1	16632	0	0
2	1.14741	0.6213	-0.449488	-1.25865	476.767	3132.29	331.309	0.36806	1.06529	323.098	3096.56	7	1	-1	16633	0	0
2	1.02809	0.42702	-0.465348	-1.00778	315.303	2049.45	329.541	0.20821	1.1181	303.976	2032.59	7	1	-1	16634	0	0
2	1.04667	0.59233	-0.373311	-1.17201	483.476	2009.25	263.503	0.22813	1.00309	317.669	2079.27	7	1	-1	16635	0	0
2	0.99562	0.55666	-0.348628	-1.10866	401.869	1866.89	278.595	0.28304	1.33368	290.264	1887.39	7	1	-1	16637	0	0
2	1.10377	-1.05024	-1.51672	0.31632	271.267	2104.13	359.992	0.40436	1.14539	291.638	2061.04	7	1	-1	16673	0	0
2	1.03773	-0.98175	-1.40876	0.292045	480.911	3198.19	333.331	0.41682	1.08585	315.12	3153	7	1	-1	16674	0	0
2	0.92244	-0.90977	-1.25186	0.29377	530.392	3013.16	308.083	0.49019	1.21495	340.351	3016.23	7	1	-1	16675	0	0
2	1.01747	-0.79179	-1.2636	0.128031	561.27	3679.34	330.944	0.45365	1.03557	333.662	3666.45	7	1	-1	16677	0	0
2	1.22648	-1.0272	-1.61763	0.222132	567.016	3976.66	342.308	0.45083	1.16319	311.853	3898.69	7	1	-1	16679	0	0
2	0.87193	-0.83627	-1.15529	0.255637	218.053	1219.64	305.696	0.64423	1.04739	337.029	1322.29	7	1	-1	16680	0	0
2	-0.93508	0.25331	1.27836	0.31845	547.05	3716.07	336.887	0.36398	1.07639	297.461	3628.49	7	1	-1	16799	0	0
2	-0.79866	0.36542	1.22354	0.133581	722.794	4389.72	318.542	0.25118	1.11348	335.323	4380.94	7	1	-1	16800	0	0
2	-0.71785	0.39357	1.16568	0.0595311	701.91	4416.33	324.224	0.33403	1.09227	331.538	4416.55	7	1	-1	16802	0	0
2	-0.81499	0.52868	1.34727	-0.00802206	682.055	3774.58	304.074	0.24828	1.04268	356.025	3829.37	7	1	-1	16803	0	0
2	-0.66582	-0.88964	0.265406	1.21784	666.9	3542.03	297.886	0.33851	1.0865	364.304	3596.4	7	1	-1	16819	0	0
2	-0.51131	-0.9978	0.0473708	1.22636	626.755	3944.95	324.285	0.37951	1.13966	348.237	3925.07	7	1	-1	16820	0	0
2	-0.32759	-0.48736	0.211927	0.644274	594.794	9526.1	517.284	0.27871	1.33355	267.964	7300.9	7	1	-1	16823	0	0
2	0.3686	-0.78221	-0.642833	0.504293	431.324	2492.38	310.714	0.31875	1.04378	338.277	2536.07	7	1	-1	16829	0	0
2	0.2508	-0.85904	-0.582242	0.645414	607.063	3657.91	317.289	0.37615	1.02481	348.606	3695.84	7	1	-1	16830	0	0
2	0.23414	-0.91676	-0.604746	0.708793	595.046	3722.64	323.3	0.41648	1.08272	338.747	3728.33	7	1	-1	16832	0	0
2	0.27848	-0.97892	-0.687956	0.74008	646.009	4578.43	344.108	0.39167	1.14732	324.556	4495.11	7	1	-1	16833	0	0
2	0.11247	-1.49113	-0.870457	1.3133	248.965	1835.94	351.007	0.56627	1.23033	324.479	1771.03	7	1	-1	16865	0	0
2	0.29914	-1.22116	-0.868174	0.952311	278.379	1807.93	329.404	0.43305	1.09424	307.027	1785.33	7	1	-1	16867	0	0
2	1.13032	0.63004	-0.427509	-1.25661	439.2	2106.49	283.076	0.34917	1.11593	323.356	2142.1	7	1	-1	16893	0	0
2	1.11915	0.51755	-0.491535	-1.14573	707.141	4332.7	319.95	0.34605	1.10795	338.002	4313.96	7	1	-1	16894	0	0
2	1.40547	0.40241	-0.839009	-1.20897	186.163	1571.31	375.525	0.52968	1.23168	300.843	1450.92	7	1	-1	16982	0	0
2	1.13707	0.48168	-0.53229	-1.12312	857.876	4582.41	298.738	0.36958	1.06589	367.465	4693.37	7	1	-1	16983	0	0
2	0.45213	-1.01251	-0.874658	0.668138	430.91	3689.41	378.216	0.41417	1.1899	324.178	3521.56	7	1	-1	17159	0	0
2	0.29036	-0.98254	-0.701605	0.736384	435.963	2377.1	301.824	0.4456	1.32462	354.205	2497.89	7	1	-1	17160	0	0
2	0.51258	-0.96949	-0.903367	0.592389	358.807	2854.96	364.607	0.4811	1.42775	334.758	2564.06	7	1	-1	17162	0	0
2	0.45256	-1.04812	-0.898687	0.700886	469.292	2738.92	312.265	0.41967	1.25722	325.181	2805.48	7	1	-1	17163	0	0
2	0.39448	0.76982	0.361955	-0.949383	416.979	2909.74	341.448	0.4906	1.01705	295.468	2898.3	7	1	-1	17202	0	0
2	-0.43987	0.56838	1.0184	-0.267469	866.997	5267.93	318.615	0.34108	1.06246	297.261	5274.47	7	1	-1	17275	0	0
2	-0.53542	0.52924	1.08293	-0.174484	919.534	5274.76	309.58	0.3214	1.06109	311.17	5284.75	7	1	-1	17277	0	0
2	-0.52889	0.52051	1.07094	-0.170267	730.701	3410.33	279.244	0.32873	1.1197	343.136	3491.59	7	1	-1	17278	0	0
2	0.25196	0.65351	0.41977	-0.757001	362.319	2711.9	353.628	0.53487	1.14637	333.069	2622.27	7	1	-1	17334	0	0
2	-0.02965	-1.39762	-0.673868	1.311	441.875	3595.18	368.694	0.38159	1.09596	290.984	3456.41	7	1	-1	17444	0	0
2	0.05098	-1.13908	-0.578754	1.02354	202.274	1502.8	352.318	0.35006	1.08456	289.975	1488.62	7	1	-1	17445	0	0
2	1.20344	0.4314	-0.62848	-1.11592	351.12	2556.46	348.777	0.34952	1.03853	312.065	2367.37	7	1	-1	17552	0	0
2	0.97346	-0.92054	-1.30731	0.27347	331.598	2741.96	371.689	0.51182	1.23385	278.657	2614.58	7	1	-1	17590	0	0
2	1.02629	-0.8484	-1.3095	0.175258	421.534	3039.01	347.06	0.57933	1.02318	295.377	2978.57	7	1	-1	17592	0	0
2	0.98671	-0.97665	-1.35707	0.317604	420.187	1950.7	278.502	0.48335	1.12528	339.956	1992.1	7	1	-1	17593	0	0
2	0.92201	-0.90036	-1.24521	0.285306	496.017	3440.85	340.44	0.40136	1.04787	309.645	3340.88	7	1	-1	17594	0	0
2	0.98869	-0.91977	-1.32122	0.263715	402.755	2440.15	318.158	0.53579	1.20914	311.815	2468.63	7	1	-1	17597	0	0
2	0.87733	-0.87472	-1.1859	0.288065	471.283	2966.26	324.279	0.54224	1.11908	317.675	2973.13	7	1	-1	17598	0	0
2	1.03248	-0.85829	-1.32191	0.180746	399.939	3127.43	361.454	0.35051	1.02336	300.086	3039.84	7	1	-1	17599	0	0
2	0.94651	-0.90501	-1.2715	0.275074	484.159	2853.76	313.812	0.30655	1.24935	305.111	2834.23	7	1	-1	17600	0	0
2	0.68287	0.03753	-0.396768	-0.441923	212.096	2193.03	415.634	0.37528	1.23779	335.782	2184.45	7	1	-1	17697	0	0
2	0.34919	-0.84698	-0.667409	0.575838	340.673	2495.72	349.852	0.35691	1.00079	295.538	2464.54	7	1	-1	17899	0	0
2	-0.65169	0.42138	1.12148	-0.00551159	523.127	3824.01	349.471	0.37226	1.11394	304.221	3715.46	7	1	-1	17977	0	0
2	-0.53875	0.42595	1.01757	-0.0767825	399.241	2544.99	326.348	0.31636	1.32273	341.359	2598.03	7	1	-1	17978	0	0
2	0.98152	-0.55844	-1.0748	-0.0668848	412.476	2252.78	302.075	0.3089	1.15423	328.836	2243.11	7	1	-1	18185	0	0
2	0.97981	0.61666	-0.293865	-1.15487	323.793	1691.72	295.451	0.34969	1.33724	317.748	1687.29	7	1	-1	18304	0	0
2	-0.67821	0.28043	1.05312	0.140852	446.927	2117.37	281.342	0.36772	1.271	336.92	2163	7	1	-1	18324	0	0
2	-0.61458	0.36692	1.05022	0.0229318	307.18	2098.2	337.818	0.09011	1.03539	287.261	2120.46	7	1	-1	18325	0	0
2	-0.66494	0.22879	1.00631	0.180832	360.872	2185.31	318.079	0.49626	1.02015	309.892	2282.69	7	1	-1	18327	0	0
2	-0.7155	0.28789	1.09337	0.156073	577.371	3952.96	338.212	0.36377	1.11746	331.973	3813.68	7	1	-1	18328	0	0
2	-0.57741	0.52498	1.11986	-0.145612	587.614	3879.91	332.139	0.50772	1.11575	321.377	3821.57	7	1	-1	18329	0	0
2	-0.652	0.42481	1.12405	-0.00850739	597.792	3069.5	292.896	0.33106	1.04577	348.476	3118.09	7	1	-1	18330	0	0
2	-0.52315	0.61583	1.12873	-0.262012	389.751	2097.38	299.847	0.45954	1.33413	306.861	2122.48	7	1	-1	18332	0	0
2	-0.98095	-0.00129	1.15295	0.581623	1344.64	7386.02	302.941	0.36336	1.08325	312.411	7275.72	7	1	-1	18462	0	0
2	-0.92992	0.05843	1.14423	0.495989	785.844	4098.51	295.189	0.41882	1.03784	324.13	4075.75	7	1	-1	18463	0	0
2	-0.80477	0.08641	1.04429	0.395776	428.199	2450.14	309.191	0.22018	1.11474	324.876	2454.11	7	1	-1	18464	0	0
2	-0.26485	0.96193	1.11368	-0.736068	892.199	5636.21	324.876	0.37664	1.18056	306.875	5586.14	7	1	-1	18590	0	0
2	-0.16002	0.84771	0.938664	-0.69244	1193.2	7581.86	325.826	0.32775	1.21519	357.704	7523.4	7	1	-1	18592	0	0
2	-0.25887	0.8929	1.06223	-0.675644	1024.98	6844.7	334.022	0.39635	1.27	308.181	6691.48	7	1	-1	18593	0	0
2	-0.25106	0.9724	1.10756	-0.753955	1022.48	7577.7	351.881	0.3111	1.12169	295.283	7362.92	7	1	-1	18594	0	0
2	-0.30419	0.89614	1.10729	-0.651747	1038	5458.9	296.421	0.2919	1.14482	371.187	5537.32	7	1	-1	18595	0	0
2	0.86082	0.95989	0.0464338	-1.40232	420.165	2630.84	323.439	0.5084	1.13242	298.656	2637.6	7	1	-1	18612	0	0
2	0.56166	0.91199	0.297939	-1.18037	979.625	5854.18	315.979	0.33859	1.13233	316.125	5666.88	7	1	-1	18667	0	0
2	0.60728	1.02617	0.330466	-1.31326	255.325	3597.08	485.158	0.21458	1.0165	223.678	3079.04	7	1	-1	18668	0	0
2	-0.50661	0.33553	0.927174	-0.0120653	191.199	1401.24	349.92	0.26064	1.10044	305.195	1344.13	7	1	-1	18759	0	0
2	-0.54366	0.30709	0.943395	0.0362824	754.294	5221.68	340.087	0.43292	1.06827	307.127	5146.82	7	1	-1	18760	0	0
2	-0.76598	0.04734	0.981644	0.408959	226.608	1892.72	373.56	0.36862	1.26563	286.081	1729.97	7	1	-1	18762	0	0
2	0.63258	0.9229	0.238021	-1.23257	363.589	1535.81	265.656	0.52479	1.2252	340.674	1540.15	7	1	-1	18763	0	0
2	-0.59719	0.53768	1.14701	-0.145639	437.021	3136.14	346.26	0.45536	1.03872	327.817	3089.57	7	1	-1	18834	0	0
2	-0.65306	0.4215	1.12286	-0.00481228	802.958	4540.44	307.367	0.35684	1.06697	353.569	4559.78	7	1	-1	18835	0	0
2	-0.72268	0.52904	1.2601	-0.0631463	503.962	3470.24	339.185	0.35092	1.02355	290.464	3384.41	7	1	-1	18837	0	0
2	-0.84176	0.17826	1.14022	0.332612	299.025	1859.3	322.312	0.31487	1.067	294.18	1888.49	7	1	-1	18838	0	0
2	-0.68038	0.37598	1.11854	0.0535913	648.889	3888.83	316.431	0.33523	1.13111	328.97	3888.75	7	1	-1	18839	0	0
2	-0.66726	0.31813	1.06775	0.0994148	835.129	5976.64	345.786	0.37508	1.09421	293.593	5869.18	7	1	-1	18840	0	0
2	-0.49825	0.41344	0.970926	-0.0892293	666.34	5305.62	364.734	0.38633	1.15525	293.651	5117.72	7	1	-1	18842	0	0
2	0.20124	-1.27327	-0.810027	1.05871	490.597	2852.64	311.685	0.44462	1.04442	304.968	2908.8	7	1	-1	18862	0	0
2	0.16423	-1.19104	-0.72045	1.00447	321.605	2336.05	348.365	0.67879	1.31685	297.509	2413.27	7	1	-1	18863	0	0
2	-0.56411	0.34768	0.989678	0.0108042	800.385	5721.95	345.603	0.40549	1.09407	317.251	5562.71	7	1	-1	18918	0	0
2	-0.87893	-0.6045	0.656302	1.08009	161.535	2922.7	549.811	0.40898	1.08385	250.078	2020.04	7	1	-1	19042	0	0
2	0.44404	-0.88804	-0.784452	0.557591	257.498	1778.52	339.702	0.48023	1.20943	319.795	1779.12	7	1	-1	19125	0	0
2	0.51295	-0.96913	-0.903483	0.591838	627.133	4410.05	342.766	0.34142	1.13786	315.568	4387.81	7	1	-1	19127	0	0
2	0.44523	-1.0216	-0.874156	0.680658	411.267	2164.52	296.534	0.41061	1.12613	329	2186	7	1	-1	19128	0	0
2	-0.1241	0.97338	0.987994	-0.830222	588.638	3819.17	329.242	0.31031	1.00751	334.945	3785.38	7	1	-1	19304	0	0
2	-0.17806	0.78864	0.916567	-0.626988	343.405	2412.57	342.603	0.29868	1.07875	309.407	2379.83	7	1	-1	19305	0	0
2	-0.36043	0.91625	1.17389	-0.637005	601.049	4901.96	369.135	0.29747	1.04827	255.489	4731.78	7	1	-1	19317	0	0
2	1.01088	0.54898	-0.368168	-1.11059	293.931	1705.24	311.333	0.2773	1.07267	324.003	1770.92	7	1	-1	19343	0	0
2	-0.68578	-0.18661	0.750549	0.578165	227.651	2032.62	386.232	0.37608	1.15172	291.188	1919.3	7	1	-1	19350	0	0
2	-0.47817	0.23694	0.83486	0.0624199	813.146	5200.34	326.879	0.33225	1.10916	323.359	5197.03	7	1	-1	19352	0	0
2	-0.47676	0.17275	0.790955	0.12107	462.194	2379.93	293.309	0.29403	1.06418	334.55	2416.25	7	1	-1	19353	0	0
2	0.77858	0.43906	-0.221104	-0.870843	615.166	3351.37	301.696	0.25108	1.16248	309.705	3377.36	7	1	-1	19453	0	0
2	0.37828	-0.79469	-0.660276	0.510113	509.175	2700.35	297.667	0.46666	1.00246	354.08	2744.99	7	1	-1	19510	0	0
2	-0.58852	0.59125	1.17432	-0.20043	606.173	3426.26	307.303	0.46997	1.03486	358.443	3623.92	7	1	-1	19629	0	0
2	-0.50264	0.53093	1.053	-0.195505	766.237	4972.27	329.269	0.3605	1.01983	364.045	5001.88	7	1	-1	19630	0	0
2	-0.71068	0.42936	1.18264	0.0221052	781.708	4434.63	307.866	0.48363	1.14051	328.652	4502.71	7	1	-1	19632	0	0
2	-0.67702	0.43132	1.15206	0.000312093	794.045	3862.95	285.097	0.38832	1.11809	369.203	3950.92	7	1	-1	19633	0	0
2	0.88899	0.69307	-0.157193	-1.17178	330.488	2197.02	333.269	0.48948	1.11765	344.55	2331.26	7	1	-1	19659	0	0
2	0.87925	0.72016	-0.130005	-1.1911	335.275	2298.99	338.473	0.24659	1.41578	349.058	2428.55	7	1	-1	19663	0	0
2	0.69749	0.71257	0.0370694	-1.07618	381.915	2320.02	318.58	0.40462	1.1543	333.212	2373.69	7	1	-1	19664	0	0
2	0.94209	0.54288	-0.307078	-1.06411	580.148	3749.92	328.622	0.43085	1.18127	315.852	3683.7	7	1	-1	19807	0	0
2	1.0142	0.48806	-0.411716	-1.05611	695.559	4452.29	327.025	0.58507	1.17566	331.045	4514.88	7	1	-1	19808	0	0
2	0.70997	0.59299	-0.0540523	-0.972771	454.709	2900.07	326.432	0.35536	1.35358	334.13	2990.74	7	1	-1	19948	0	0
2	-1.01409	-0.28688	0.994925	0.865957	599.109	4308.02	346.61	0.43021	1.12792	288.642	4138.96	7	1	-1	20167	0	0
2	-0.91716	-0.35157	0.860242	0.868377	870.056	5115.94	313.433	0.41005	1.12771	330.477	5061.08	7	1	-1	20168	0	0
2	-0.98116	-0.41838	0.876535	0.968279	540.122	4591.84	376.88	0.41808	1.04555	353.18	4526.49	7	1	-1	20169	0	0
2	-1.04708	-0.37753	0.966046	0.969551	554.241	2560.19	277.806	0.36819	1.11918	353.142	2650.46	7	1	-1	20170	0	0
2	-1.03649	-0.33317	0.985436	0.922151	806.679	4962.74	320.601	0.28785	1.04582	339.608	4907.81	7	1	-1	20172	0	0
2	-0.94994	-0.32756	0.907206	0.865586	706.496	4644.99	331.431	0.31771	1.12976	314.232	4609.21	7	1	-1	20173	0	0
2	-0.90557	-0.4035	0.814826	0.909617	363.492	2226.96	319.936	0.4852	1.04555	379.359	2303.02	7	1	-1	20174	0	0
2	-0.20125	-1.11993	-0.327218	1.15551	158.276	4601.14	696.915	0.2508	1.33916	229.354	2697.14	7	1	-1	20180	0	0
2	0.18873	-1.3339	-0.83839	1.12232	474.524	3117.05	331.282	0.44075	1.04208	319.653	3081.67	7	1	-1	20182	0	0
2	0.0543	-1.31916	-0.701326	1.18846	431.633	2407	305.236	0.35753	1.12318	339.589	2421.27	7	1	-1	20183	0	0
2	0.12269	-1.31778	-0.765167	1.14658	298.715	1979.51	332.74	0.44009	1.65897	315.469	1924.28	7	1	-1	20184	0	0
2	-0.04134	0.80106	0.795344	-0.71965	174.876	1894.91	425.486	0.26951	1.3221	264.64	1700	7	1	-1	20345	0	0
2	0.02305	0.93454	0.822896	-0.881568	1065.13	6054.23	308.165	0.383	1.17607	361.002	6040.94	7	1	-1	20347	0	0
2	-0.09542	1.09938	1.0444	-0.964012	920.07	5527.32	316.812	0.35513	1.17921	337.564	5559.9	7	1	-1	20348	0	0
2	-0.85238	0.5514	1.39774	-0.00688424	164.929	1679.97	412.531	0.1631	1.32903	317.364	1370.91	7	1	-1	20408	0	0
2	0.98899	0.55988	-0.340215	-1.10771	254.207	1870.58	350.63	0.40218	1.25522	276.738	1840.56	7	1	-1	20512	0	0
2	-0.66527	0.52045	1.20005	-0.0892627	282.487	1395.02	287.241	0.20872	1.0052	314.284	1493.91	7	1	-1	20627	0	0
2	-0.74041	0.51363	1.26667	-0.0383424	565.029	3265.27	310.727	0.41884	1.04164	311.542	3299.46	7	1	-1	20628	0	0
2	-0.74111	0.47399	1.24105	-0.00119372	457.72	2845.62	322.287	0.35048	1.00884	355.847	2854.81	7	1	-1	20629	0	0
2	-0.95812	0.60416	1.53285	0.00698427	477.029	5890.8	454.224	0.46227	1.20153	286.239	5049.03	7	1	-1	20630	0	0
2	-0.7491	0.45156	1.23374	0.0243358	806.818	5815.47	347.024	0.43309	1.09665	316.948	5757.31	7	1	-1	20632	0	0
2	0.92088	0.54743	-0.283977	-1.05574	1039.74	4901.03	280.632	0.34746	1.04507	343.597	4909.07	7	1	-1	20700	0	0
2	0.96803	0.56577	-0.31646	-1.10072	1023.6	5840.03	308.744	0.39162	1.06256	351.193	5768.16	7	1	-1	20702	0	0
2	-0.1126	0.74923	0.828455	-0.629323	693.102	5155.84	352.538	0.41647	1.14743	284.559	5002.03	7	1	-1	20727	0	0
2	0.16929	0.6565	0.500033	-0.710703	196.737	1924.15	404.233	0.53498	1.26257	297.437	1760.08	7	1	-1	20728	0	0
2	-0.03734	0.82515	0.807541	-0.744351	248.811	2002.45	366.692	0.32955	1.32529	287.909	1865.26	7	1	-1	21052	0	0
2	-0.30031	0.82001	1.05314	-0.5835	801.183	5039.82	324.188	0.39447	1.03381	305.175	5070.62	7	1	-1	21140	0	0
2	-0.15331	0.96807	1.01213	-0.807964	260.617	2003.1	358.348	0.28846	1.01801	297.556	1937.11	7	1	-1	21537	0	0
